ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.1,193.707,18463.884,4.924,319.057,369.534,14.842,54.437,3.736,1
8.2,199.595,25046.799,9.288,350.836,328.363,18.743,54.417,3.09,1
6.4,204.254,11104.251,7.649,333.776,418.041,16.626,66.396,4.977,1
6.2,202.757,12229.648,11.524,324.048,344.366,14.686,47.803,4.004,1
6.8,196.9,13790.296,9.575,333.776,347.588,17.706,68.38,3.827,1
7.1,211.092,11300.238,8.866,299.938,353.51,16.896,67.577,3.958,1
4.6,182.42,34261.986,6.198,307.458,439.118,7.761,66.396,4.125,1
7.7,205.48,7472.506,7.182,333.776,395.236,7.918,76.378,3.719,1
8.1,178.717,33786.716,9.102,333.776,481.074,12.273,95.905,2.744,1
7.5,186.075,13781.78,4.649,377.344,323.773,11.687,66.292,4.04,1
8.1,185.932,28407.661,7.605,381.762,402.658,12.831,86.98,3.373,1
7.1,210.627,27983.179,5.947,333.776,436.844,16.128,64.564,4.29,1
7.7,192.138,18126.031,9.155,364.191,646.733,14.376,90.528,4.382,1
6.8,207.255,23642.993,7.691,293.783,446.697,6.0,30.901,2.778,1
7.1,219.706,22387.316,7.309,316.973,327.29,12.785,80.758,4.649,1
6.3,185.992,23234.789,5.893,347.237,401.305,13.263,60.474,3.575,1
5.4,199.017,11571.422,6.285,333.776,377.431,11.859,74.012,3.19,1
5.7,159.436,31977.37,5.25,333.776,501.743,8.008,55.87,2.416,1
7.7,184.836,22673.034,5.701,333.776,439.633,8.858,64.976,5.707,1
8.6,186.602,20590.712,3.924,366.132,384.306,9.999,66.694,3.388,1
9.9,220.639,19892.389,7.986,326.077,460.812,14.929,59.603,3.75,1
3.4,154.712,21839.696,4.966,333.776,437.377,14.689,56.49,5.978,1
8.4,231.443,15063.815,12.279,333.776,422.294,15.027,67.503,3.211,1
7.1,204.852,13286.157,9.094,332.846,365.688,8.59,76.306,4.269,1
8.4,215.296,27032.142,6.554,282.859,443.446,12.842,46.368,4.15,1
7.6,193.286,21675.683,9.821,381.931,414.811,16.109,92.609,4.833,1
9.8,208.74,35289.237,8.35,337.21,462.48,10.105,50.886,4.522,1
5.2,185.05,16276.399,6.617,333.776,394.635,7.818,89.053,3.696,1
9.7,233.487,13213.578,10.15,293.075,326.778,10.44,62.455,4.742,1
7.1,158.763,26210.116,4.089,333.776,354.847,16.007,85.338,5.01,1
7.9,207.017,19657.843,8.605,312.344,358.849,21.228,63.772,3.62,1
8.9,197.649,27884.434,8.969,333.776,317.533,21.498,73.011,4.111,1
6.9,207.821,16689.8,10.031,286.414,481.956,9.772,78.295,3.266,1
10.5,200.14,13867.244,7.365,409.447,340.809,17.073,72.731,3.823,1
5.7,162.858,34573.679,5.655,415.287,297.631,13.991,76.745,3.556,1
5.3,178.64,37993.183,9.773,343.258,465.073,14.834,65.327,3.922,1
7.1,177.174,38977.331,5.477,402.499,484.173,12.3,61.569,3.262,1
6.8,177.173,34596.002,2.866,369.533,389.516,17.268,64.869,3.656,1
6.8,195.451,15908.642,6.241,319.265,404.205,18.937,75.393,3.732,1
7.1,231.16,12856.729,6.977,344.448,392.517,13.217,80.956,3.308,1
7.1,205.089,27064.418,7.398,304.926,409.502,18.522,61.486,4.6,1
7.1,155.864,28224.774,8.367,392.583,421.344,18.779,52.641,4.93,1
8.6,233.728,7263.057,6.953,268.971,258.88,8.986,41.93,4.041,1
8.5,182.997,36412.488,6.145,333.776,414.308,14.255,56.735,3.488,1
7.6,199.255,25383.765,7.925,318.61,416.446,20.119,48.271,4.515,1
8.1,203.862,24172.703,6.844,305.833,470.836,19.233,30.708,5.004,1
5.4,150.495,27795.732,5.464,445.938,422.423,16.145,78.375,4.779,1
8.0,241.0,9609.741,9.842,229.576,428.882,14.991,39.842,2.627,1
11.9,228.133,8296.551,9.9,346.65,500.169,15.487,63.529,3.025,1
7.4,180.859,18223.027,8.577,405.32,564.793,14.768,57.758,2.191,1
5.1,209.359,21407.614,4.416,230.556,378.897,2.2,86.737,4.192,1
7.1,242.413,9783.369,6.4,211.852,351.997,10.407,69.909,4.627,1
6.9,219.594,10337.542,10.415,333.776,453.152,14.214,61.15,3.685,1
9.6,182.91,30307.218,5.657,422.446,573.33,17.7,45.907,3.976,1
5.4,171.316,24709.729,4.185,366.815,490.659,15.123,33.12,1.813,1
4.9,186.191,13652.602,9.318,333.776,460.567,12.159,89.83,3.786,1
6.4,182.121,33046.728,5.352,362.352,350.236,7.593,66.226,5.404,1
3.9,163.172,25911.322,4.139,371.967,487.985,17.752,63.612,3.478,1
6.9,210.86,29263.554,6.012,252.231,392.364,12.892,77.08,4.599,1
9.1,226.093,6787.485,9.242,319.026,459.569,14.11,80.571,3.211,1
10.3,225.074,14694.421,6.723,300.764,353.631,13.554,64.013,5.2,1
8.8,232.463,7035.134,9.306,333.776,415.625,12.051,66.396,3.49,1
7.4,213.197,18452.023,8.292,294.345,496.271,10.545,94.838,3.814,1
9.4,207.465,23558.555,6.505,346.517,420.595,10.987,66.396,3.398,1
9.4,215.051,20592.259,10.09,331.339,447.074,10.779,54.427,4.666,1
7.3,197.647,22535.085,9.288,323.449,353.063,6.04,82.536,4.679,1
8.9,211.307,9592.151,8.863,348.438,333.775,18.268,68.333,4.519,1
8.1,228.172,18364.831,6.186,246.943,369.903,14.613,101.352,4.688,1
7.8,216.674,14160.687,6.06,281.356,468.213,15.148,62.861,4.076,1
4.7,171.289,35680.068,4.894,314.614,501.903,14.211,56.91,4.557,1
10.9,207.005,16099.152,8.186,369.684,575.309,17.557,80.75,3.72,1
4.7,162.247,27215.903,2.863,372.815,437.218,15.13,65.091,2.942,1
9.9,223.773,29549.659,7.717,281.118,356.182,14.203,84.014,4.737,1
7.1,182.582,19575.475,10.048,424.689,383.491,19.483,76.635,4.329,1
5.8,191.005,25863.343,4.824,316.026,370.357,18.362,48.658,3.179,1
1.0,133.217,16922.854,9.293,444.376,322.291,10.43,43.578,5.161,1
7.1,235.241,10443.797,7.606,333.776,319.843,8.287,80.54,3.901,1
9.5,218.738,15357.833,8.534,315.831,429.622,15.621,64.826,3.221,1
6.4,214.725,9363.854,9.998,273.463,508.345,12.926,71.429,4.925,1
6.4,205.057,7040.738,11.303,325.329,371.58,16.353,74.313,5.125,1
7.1,202.475,23828.208,5.532,409.286,414.618,13.798,59.522,5.266,1
5.5,199.228,14446.812,7.689,298.318,469.132,14.021,95.306,5.191,1
7.1,215.967,21852.438,7.458,283.756,364.701,11.383,76.539,5.076,1
5.4,177.828,31421.732,4.584,347.097,490.285,16.066,58.417,2.871,1
7.4,217.699,12285.891,10.038,333.776,358.983,16.294,93.784,3.592,1
7.1,175.709,25954.032,6.229,346.225,379.291,13.637,50.591,2.951,0
5.2,177.32,28398.554,6.295,336.293,328.387,18.463,62.076,2.26,0
4.6,185.633,27981.091,6.762,354.785,380.723,13.984,74.577,4.918,0
6.8,212.442,12827.621,7.404,333.776,328.034,10.862,89.577,5.036,0
6.4,172.299,15936.247,4.936,340.393,435.406,11.076,58.366,4.561,0
6.8,166.867,28508.638,7.239,333.776,460.766,11.379,73.465,2.855,0
6.9,164.723,20442.615,5.164,341.537,468.416,10.363,65.695,4.048,0
7.1,191.555,22462.113,8.186,333.776,349.955,17.247,76.768,5.26,0
7.9,228.488,15824.789,8.389,314.843,423.663,17.63,56.42,3.631,0
5.5,218.519,22095.637,6.436,333.776,412.868,12.64,44.329,4.591,0
6.5,234.915,18607.213,8.621,302.131,442.104,14.117,65.637,4.383,0
6.7,193.841,34157.184,9.877,344.535,498.064,8.819,66.659,4.031,0
7.1,196.335,24108.128,7.843,352.624,428.771,10.288,73.446,5.035,0
6.2,238.084,22423.495,9.337,333.776,474.665,14.028,80.774,3.92,0
4.8,203.538,23603.065,7.667,324.084,288.912,18.065,85.917,4.406,0
7.4,183.363,17259.852,4.61,335.626,452.995,9.701,80.537,2.496,0
8.1,200.943,12642.066,7.31,334.442,446.748,14.949,71.202,3.514,0
7.1,215.946,24991.766,9.138,321.473,431.425,12.95,64.026,4.299,0
7.1,214.738,12666.005,7.093,302.492,319.423,15.434,92.694,5.006,0
7.6,222.252,25063.683,8.561,287.948,505.265,18.274,68.395,2.873,0
4.7,200.889,32182.262,8.572,364.747,516.852,12.404,85.026,2.731,0
8.1,209.839,8712.003,8.592,355.444,338.848,18.721,106.243,3.246,0
4.3,212.809,30434.269,8.63,333.483,382.922,15.78,39.776,2.805,0
7.9,184.913,16147.002,7.321,333.776,505.913,11.093,88.049,3.739,0
9.1,238.222,9001.659,9.82,325.105,381.347,19.196,98.491,2.544,0
6.6,242.48,9381.24,7.303,312.814,440.601,14.027,70.93,3.061,0
7.0,168.822,29370.264,5.391,333.776,521.781,21.119,58.877,3.633,0
9.0,195.809,23728.294,7.508,348.715,551.54,15.254,75.908,4.495,0
8.6,205.367,16686.313,8.159,333.776,347.841,18.893,68.09,2.814,0
6.7,156.483,30950.681,6.543,363.18,425.289,11.653,70.367,5.214,0
7.1,209.427,20827.984,6.591,313.875,567.604,17.955,40.14,4.238,0
6.5,213.065,34314.087,9.041,335.292,313.255,11.135,70.829,3.379,0
6.8,191.983,18222.932,3.921,296.197,389.742,9.689,92.22,5.103,0
5.0,142.861,40829.353,7.272,333.776,386.803,16.824,52.297,4.957,0
8.3,198.197,17469.0,8.263,369.591,294.325,18.026,44.062,5.401,0
5.5,152.387,37620.248,5.784,333.776,343.418,14.402,41.11,4.476,0
7.9,224.152,20012.173,9.009,302.394,421.89,22.188,72.728,4.764,0
5.0,194.668,27317.099,6.155,333.776,313.478,10.407,85.685,5.035,0
6.5,252.011,32775.633,8.479,333.776,330.045,9.854,80.561,3.39,0
7.1,203.05,28184.901,7.077,344.524,445.701,19.775,53.27,4.456,0
8.8,218.033,16183.587,7.39,334.054,389.022,16.355,47.101,4.274,0
7.1,184.751,28499.107,6.55,330.72,381.502,11.044,62.015,3.403,0
8.2,215.648,17068.299,8.77,319.253,459.541,14.193,60.374,2.957,0
7.7,230.336,7324.701,7.991,331.513,492.85,14.234,74.069,4.179,0
7.8,173.637,15548.417,5.019,330.391,520.641,11.148,87.482,3.256,0
7.2,204.01,18493.872,5.558,311.568,437.512,12.995,31.39,4.706,0
7.0,169.727,19472.624,5.018,366.019,425.671,17.315,48.882,4.475,0
4.7,221.548,24211.631,9.363,307.714,406.552,12.618,60.003,4.009,0
7.1,219.726,9840.783,8.514,309.839,396.806,12.429,71.625,3.183,0
4.1,200.383,25770.007,8.342,333.776,414.158,11.085,66.396,4.33,0
8.4,213.666,17674.706,8.349,333.776,471.37,19.301,70.83,3.57,0
10.7,220.451,10571.77,6.521,295.976,414.256,14.775,58.736,4.155,0
6.8,175.894,21467.951,7.101,349.492,427.24,12.557,55.254,2.817,0
10.0,232.949,3773.281,9.98,333.776,339.883,18.344,82.449,4.053,0
7.1,218.986,9836.402,7.065,328.724,386.345,15.548,57.328,3.837,0
4.5,188.252,14906.048,8.486,374.227,518.585,11.227,65.183,3.776,0
8.0,175.874,21759.364,7.487,352.983,428.661,4.967,72.305,3.442,0
5.1,174.266,34094.057,6.742,376.664,526.361,17.108,48.546,4.839,0
6.5,214.337,14848.129,7.055,304.573,304.956,12.181,66.396,3.408,0
6.7,208.554,29057.228,7.029,302.745,361.948,10.615,53.88,4.268,0
5.8,179.573,27700.122,6.199,333.776,536.269,12.828,90.007,4.472,0
6.6,207.741,23372.883,6.28,313.847,497.902,12.875,75.417,4.556,0
8.5,200.304,10587.305,6.393,307.399,585.223,11.799,63.828,2.52,0
6.0,186.457,32241.08,8.44,347.713,416.091,14.639,68.908,4.072,0
5.4,185.644,27509.893,8.258,333.776,587.379,10.024,63.397,3.871,0
5.6,162.725,23930.375,7.457,333.776,535.34,19.175,54.966,3.507,0
10.6,198.378,12958.748,7.135,322.623,522.028,16.722,71.776,3.722,0
4.9,162.457,22829.123,4.024,360.59,541.772,11.58,66.396,3.837,0
7.2,200.368,13501.678,7.982,358.332,617.541,11.177,71.537,3.807,0
5.9,167.659,25951.554,6.296,350.382,471.858,15.77,53.322,4.107,0
7.4,175.008,15340.952,6.145,371.011,579.462,11.916,78.179,4.532,0
7.8,220.957,28338.981,9.371,316.274,462.142,15.333,57.034,5.581,0
4.7,186.303,33153.813,8.84,370.168,296.964,14.784,48.451,3.699,0
9.1,196.476,20226.288,5.839,298.804,342.359,12.814,84.279,5.457,0
5.5,176.271,26422.098,8.073,366.645,500.939,7.61,59.397,3.294,0
4.5,199.051,36860.469,9.752,338.049,390.567,8.123,75.669,2.766,0
7.0,185.321,30988.973,8.6,327.463,326.269,9.982,52.717,5.353,0
10.2,182.081,8016.203,5.568,337.782,291.6,13.47,50.567,5.175,0
6.8,140.367,17569.58,4.085,333.776,374.182,10.634,97.087,4.046,0
8.1,166.892,18136.129,6.868,333.776,600.937,16.308,55.586,4.071,0
7.1,191.348,14017.372,6.491,345.56,423.978,11.863,65.792,4.167,0
7.3,182.307,5689.804,6.764,373.873,360.184,20.484,73.489,3.419,0
5.9,200.561,33306.013,7.43,333.776,399.948,13.798,63.463,3.884,0
8.3,196.552,19096.822,7.358,342.937,388.941,14.151,73.187,5.438,0
6.0,160.443,16898.808,6.046,367.329,451.013,16.36,62.368,4.072,0
7.1,192.202,34160.925,8.963,363.473,474.782,15.905,50.808,2.998,0
7.1,215.997,35971.025,10.031,330.859,558.109,14.338,81.77,2.934,0
5.3,220.081,39537.086,9.233,322.434,393.389,10.583,58.801,3.918,0
10.3,198.546,8108.297,5.548,332.018,568.079,15.662,28.771,4.573,0
7.0,167.362,18014.996,5.903,362.523,471.484,10.693,45.002,4.101,0
6.9,197.517,19557.994,8.311,355.087,379.508,18.241,65.694,4.18,0
7.1,214.172,8985.912,7.298,333.776,498.804,9.583,37.616,5.505,0
8.3,195.803,18091.203,7.422,365.407,369.198,16.996,66.396,2.575,0
8.2,198.213,11451.312,5.309,309.329,401.064,13.243,81.198,2.785,0
5.8,190.432,20288.236,6.298,347.041,544.857,17.707,84.388,4.105,0
6.2,237.14,22052.035,8.09,306.239,485.098,17.075,58.108,4.03,0
7.3,196.953,22053.01,5.393,305.222,451.606,14.666,71.711,4.145,0
7.6,177.081,14912.226,6.041,349.241,355.284,17.162,42.115,3.341,0
6.8,189.608,12736.865,5.936,333.776,480.309,20.606,76.621,4.072,0
5.6,211.513,32423.463,6.813,333.776,446.386,20.927,52.219,4.071,0
7.1,223.443,36290.746,9.38,333.445,373.92,16.52,64.697,3.818,0
4.9,197.287,38494.72,9.145,383.239,357.471,13.126,61.865,2.292,0
5.7,185.922,27365.106,7.563,333.776,359.507,15.089,56.463,3.978,0
7.1,215.578,25338.619,5.787,266.11,429.35,11.854,71.165,3.134,0
10.7,168.696,7066.377,4.866,333.776,327.659,16.297,46.672,4.308,0
7.6,199.353,11346.143,6.9,304.966,210.319,17.926,62.847,3.699,0
8.8,188.415,17734.95,6.058,317.151,419.396,17.115,60.252,2.925,0
6.8,203.4,26325.818,8.365,341.896,381.44,19.527,58.294,3.756,0
7.1,148.103,13597.896,5.733,374.018,357.711,13.279,72.695,3.62,0
7.1,202.08,12519.091,7.628,333.776,399.883,12.748,66.396,4.439,0
5.1,159.963,39125.209,6.056,375.619,400.155,20.19,68.689,2.601,0
7.0,159.766,21895.286,4.494,337.267,482.598,10.663,78.764,3.17,0
9.0,204.649,15158.722,8.646,333.776,416.899,14.619,68.903,2.446,0
9.5,204.081,17258.188,6.154,310.716,395.699,17.061,44.273,3.995,0
4.7,195.353,35216.534,7.919,335.279,539.465,9.853,64.721,3.482,0
10.4,200.891,17982.387,5.846,338.999,336.28,14.319,62.157,4.921,0
5.7,183.472,35633.269,6.066,327.558,354.174,12.549,70.526,3.808,0
7.1,192.97,11125.444,4.955,324.758,332.956,15.165,79.265,4.699,0
7.1,248.955,25253.079,8.922,296.821,482.847,14.142,69.104,3.941,0
10.8,209.103,11848.228,10.141,349.923,393.186,15.475,66.03,4.416,0
9.0,228.691,16764.855,7.138,320.556,456.426,12.6,77.33,3.654,0
7.1,212.45,5699.505,6.648,333.052,269.345,18.082,89.816,2.276,0
6.8,204.813,20555.56,9.775,387.686,389.638,12.299,49.452,3.13,0
8.9,200.612,15247.128,6.05,313.127,521.774,13.78,69.87,3.579,0
4.3,149.939,20497.822,3.271,302.82,427.114,16.087,68.201,3.588,0
6.7,229.408,23114.032,9.733,321.16,521.836,13.14,68.252,4.724,0
5.9,186.62,44376.187,6.614,341.638,273.447,12.758,59.457,4.224,0
6.8,193.654,13677.106,5.171,323.729,477.855,15.056,66.396,3.25,0
7.4,219.336,25574.092,8.76,333.776,553.058,17.73,60.598,4.325,0
6.5,176.736,30594.281,4.393,324.659,524.91,16.614,84.3,3.125,0
6.9,190.189,25780.059,6.259,331.03,481.738,14.049,70.586,3.7,0
9.3,236.581,5230.63,8.3,333.776,367.898,12.864,18.101,3.676,0
7.4,220.385,15772.653,9.158,319.913,463.297,16.982,80.269,3.604,0
6.6,163.362,17977.694,6.542,333.776,383.125,18.095,44.136,3.773,0
6.2,211.641,35439.688,6.237,314.131,552.463,8.661,56.35,4.107,0
9.1,203.384,22710.458,5.963,321.586,496.161,18.368,76.417,4.055,0
4.7,209.342,20070.568,6.591,301.966,354.17,14.024,89.651,3.923,0
10.6,213.776,11298.45,7.669,300.185,497.169,17.971,83.345,2.967,0
7.6,227.985,8672.528,7.335,333.776,433.68,11.239,54.866,3.687,0
6.1,158.422,20129.979,6.812,352.23,373.844,13.418,80.731,4.677,0
5.3,186.383,42063.874,6.863,319.838,312.003,18.964,71.399,3.883,0
6.8,189.439,19663.791,8.386,375.457,420.357,14.832,61.05,3.322,0
7.2,211.873,13911.827,8.204,345.044,494.417,15.416,32.746,4.532,0
6.6,190.548,15362.452,6.929,356.318,353.064,14.896,66.396,3.443,0
8.4,210.795,27662.397,6.634,291.688,555.581,12.345,67.062,2.373,0
8.0,202.094,20447.49,5.69,333.776,477.669,12.258,43.842,4.815,0
7.4,185.044,14151.76,5.584,324.57,336.957,15.234,49.997,3.051,0
6.1,224.841,25842.581,9.463,333.776,385.392,13.075,85.351,4.369,0
7.9,204.783,5619.136,5.817,343.545,432.043,14.948,55.962,4.535,0
5.2,189.296,35086.397,6.736,340.872,331.587,12.91,61.345,4.646,0
7.1,197.571,17439.444,6.226,333.776,406.015,16.69,68.969,3.458,0
6.4,230.028,23037.077,10.518,316.073,452.974,13.626,66.396,2.621,0
7.4,207.963,29917.82,7.816,333.776,392.497,13.173,79.78,4.263,0
4.4,240.168,24070.264,9.768,338.052,533.969,11.878,69.037,5.038,0
8.2,175.912,9913.963,4.975,324.433,302.2,11.071,71.438,3.942,0
4.9,214.644,28278.789,9.916,337.138,375.036,15.503,61.591,3.499,0
6.9,194.587,23610.518,8.193,346.768,439.23,14.66,89.027,4.32,0
6.7,190.751,16246.173,6.373,324.342,383.246,7.852,86.441,1.965,0
7.6,207.115,13486.142,6.193,328.21,452.446,14.811,88.02,3.403,0
8.2,183.162,20335.677,6.029,333.084,475.296,18.248,49.605,3.287,0
8.9,193.37,16854.129,5.18,318.355,355.471,19.032,58.809,4.183,0
8.8,215.369,13969.439,7.549,322.799,369.017,18.919,54.755,3.777,0
4.7,215.53,30684.212,8.782,333.776,313.514,11.07,62.914,3.853,0
7.8,196.479,24061.35,6.786,350.117,471.519,15.343,44.545,3.076,0
7.1,238.41,26493.076,8.67,311.554,369.284,11.76,91.239,3.241,0
6.1,214.556,11628.337,7.232,333.776,344.072,13.232,98.687,3.667,0
7.7,200.717,11699.134,6.648,349.255,420.828,18.864,52.909,3.258,0
4.8,200.374,48002.085,9.165,340.31,310.928,18.768,63.664,3.937,0
7.1,190.631,26913.373,4.649,302.418,509.285,16.199,64.102,3.453,0
5.4,198.017,19900.408,7.843,348.952,419.814,14.617,80.568,2.979,0
5.5,165.436,29046.084,5.523,370.893,488.775,17.265,80.235,6.357,0
6.4,193.507,22958.01,6.675,333.776,432.194,16.272,64.577,4.764,0
7.1,226.766,39942.954,8.595,333.776,538.622,13.745,66.396,4.863,0
8.3,231.203,13533.23,7.624,313.671,527.381,18.664,58.053,4.218,0
6.6,194.981,20919.051,6.136,333.776,383.122,9.684,41.338,4.636,0
8.3,203.745,8727.247,7.456,333.776,543.393,15.47,81.509,2.988,0
6.8,166.743,24293.173,6.861,332.882,390.805,16.007,87.102,3.667,0
6.4,231.488,26756.918,8.774,333.776,422.068,16.563,73.261,4.682,0
6.5,205.542,19397.324,7.894,368.561,479.786,15.805,56.982,2.431,0
7.1,236.357,24873.623,9.411,300.688,479.056,13.522,46.599,5.284,0
6.6,181.688,30733.504,5.961,343.925,257.704,17.758,35.296,4.828,0
7.1,210.98,21174.408,7.619,333.776,572.743,15.111,90.252,4.218,0
9.3,212.711,15751.175,5.501,296.849,399.774,10.622,74.554,3.007,0
4.6,186.098,33897.068,6.358,316.553,406.382,19.7,62.323,4.5,0
7.9,229.243,21733.828,7.903,315.19,368.771,11.635,49.804,4.632,0
6.2,238.301,24827.517,7.72,269.49,482.673,22.092,79.169,4.436,0
7.2,177.575,17864.689,5.818,343.593,367.69,19.913,59.303,5.622,0
7.1,235.005,3900.914,6.939,286.765,553.494,19.418,84.848,4.071,0
8.7,184.773,13283.778,6.522,348.555,560.966,13.978,71.734,2.898,0
7.1,194.806,32981.239,9.555,333.776,286.794,10.416,71.905,3.232,0
4.8,190.315,21280.247,6.189,326.794,357.436,11.714,63.863,4.039,0
9.3,199.334,14294.24,7.785,366.052,338.441,15.215,63.391,4.129,0
7.6,180.749,11989.246,4.977,328.177,617.884,13.561,39.216,4.457,0
5.3,232.669,11797.921,7.816,312.987,371.911,11.976,65.797,3.311,0
5.5,179.207,20162.019,5.211,305.264,510.609,12.588,58.862,4.224,0
7.1,206.578,40710.524,8.814,320.449,468.052,14.523,71.45,5.486,0
8.3,221.27,16123.304,9.476,348.177,501.674,22.16,75.365,2.76,0
8.6,216.416,28909.29,6.937,295.224,510.895,16.202,79.859,4.046,0
6.0,218.843,21573.748,9.296,321.168,444.277,14.744,62.443,3.456,0
5.7,173.851,28391.998,7.017,355.462,336.062,16.895,65.447,3.172,0
5.2,164.791,27007.887,6.593,333.776,422.224,14.071,73.92,4.384,0
7.1,240.43,25959.614,10.572,333.776,446.743,13.573,80.268,3.358,0
7.5,207.787,10513.297,8.921,333.776,442.368,18.725,43.898,2.938,0
11.0,228.323,13124.106,7.517,319.354,376.232,8.034,48.529,4.179,0
6.7,242.164,17975.553,9.809,322.235,440.859,13.571,62.179,4.003,0
4.2,174.927,41489.64,5.57,333.776,425.25,12.534,86.684,3.502,0
7.2,171.816,28954.801,5.817,357.329,530.526,18.117,79.094,3.255,0
7.1,235.417,13927.003,8.551,333.776,446.422,14.135,51.705,3.663,0
6.2,169.319,22610.769,4.875,327.38,549.277,17.015,51.506,3.894,0
7.1,178.778,10490.839,7.533,354.058,367.759,14.669,57.401,4.126,0
9.6,231.34,4544.842,6.578,300.922,328.904,11.79,78.568,3.043,0
5.4,153.713,56867.859,7.894,333.776,493.888,15.116,57.713,4.174,0
8.7,166.453,27752.0,5.351,372.264,393.556,13.749,75.025,4.181,0
7.7,198.843,18939.937,7.376,316.82,368.403,9.984,65.252,3.137,0
7.1,216.116,20067.573,9.606,349.085,331.972,17.539,84.033,4.214,0
8.3,212.698,40936.153,7.703,301.254,365.431,12.972,70.485,4.776,0
5.5,157.142,26220.174,6.345,379.788,475.342,16.903,51.107,4.033,0
10.2,190.799,8918.893,4.9,306.495,331.379,18.525,68.547,3.964,0
5.4,190.938,32619.313,8.099,351.358,435.666,11.984,107.901,2.004,0
8.9,147.917,10562.461,3.694,371.176,480.32,16.981,61.158,2.831,0
8.1,207.51,26489.115,8.541,318.06,431.626,10.076,63.984,4.724,0
7.2,201.079,25234.428,5.217,283.745,384.012,12.428,23.137,3.665,0
5.5,230.309,13902.969,9.62,352.084,442.167,14.741,66.396,5.847,0
7.1,256.673,8904.8,9.711,293.111,324.998,16.848,72.688,3.372,0
5.3,204.202,22390.796,8.054,315.028,399.119,13.974,83.158,2.926,0
6.4,235.341,34456.801,9.171,295.351,357.417,9.213,59.28,2.276,0
6.7,197.563,27430.442,6.035,303.938,397.685,19.394,54.511,3.178,0
6.9,210.502,14298.41,7.244,316.754,570.424,15.958,70.616,4.102,0
8.0,225.156,20375.668,7.837,308.595,382.014,12.666,78.767,4.445,0
8.3,204.225,24196.523,8.448,332.89,500.685,15.157,71.023,5.14,0
8.7,148.394,22174.781,5.459,369.37,407.381,15.892,72.164,4.764,0
8.2,202.317,25620.771,7.652,367.224,597.87,11.803,72.385,3.696,0
9.0,222.184,22829.111,7.61,293.062,558.748,15.358,44.555,4.214,0
8.9,207.521,13291.923,8.561,357.944,468.538,15.693,107.282,4.082,0
6.0,182.109,23926.079,6.189,364.975,567.526,7.792,58.175,4.92,0
7.1,205.439,20113.898,7.248,317.28,558.954,23.952,68.242,3.652,0
8.2,166.637,17944.852,4.039,331.954,363.236,12.536,56.311,4.599,0
7.6,238.936,18136.262,11.087,351.559,514.964,8.637,55.604,3.333,0
7.8,193.077,15704.482,7.881,324.336,301.753,13.378,89.052,3.309,0
7.6,196.607,27080.269,7.383,345.18,329.017,8.547,60.145,2.392,0
6.7,218.77,16477.351,7.325,299.847,412.309,17.193,41.036,4.502,0
7.1,182.162,30646.815,6.325,294.966,404.12,14.712,106.372,3.856,0
8.8,208.331,26780.692,7.224,329.12,430.407,7.152,88.413,2.876,0
7.8,173.186,13736.342,6.984,359.814,355.998,11.515,39.55,3.214,0
6.2,169.741,29533.609,5.575,333.776,380.115,17.596,75.519,2.771,0
7.1,223.72,15893.674,8.289,303.851,360.468,15.234,48.196,4.158,0
8.6,160.218,23683.11,4.287,360.286,490.513,9.027,67.476,2.805,0
7.0,216.665,23027.385,9.796,382.153,369.468,18.967,59.652,4.399,0
3.3,156.48,55334.703,8.53,371.148,485.631,16.981,69.622,2.575,0
7.1,198.655,20063.49,9.54,344.619,412.979,9.767,43.142,4.565,0
7.1,192.254,21762.614,7.26,331.65,397.263,18.261,45.982,4.345,1
7.8,216.753,22316.398,7.948,385.043,288.069,14.137,68.862,3.891,1
7.1,172.731,28894.477,4.251,244.285,559.629,21.341,51.275,2.96,1
7.2,168.445,22826.485,6.283,271.892,437.371,16.411,64.506,6.389,1
6.2,240.888,6342.503,9.61,421.343,354.393,12.34,83.239,3.552,1
7.1,225.959,9660.658,8.828,397.924,315.751,16.717,17.001,3.959,1
6.8,203.751,21162.727,5.233,251.062,334.905,13.214,79.863,3.3,1
8.0,148.415,48410.471,4.756,268.212,392.901,12.467,66.396,2.506,1
8.2,210.449,18626.149,7.272,333.776,455.927,14.248,85.93,3.326,1
6.7,204.084,20215.698,6.125,304.528,544.339,12.014,72.608,4.869,1
7.6,214.683,11459.622,11.0,398.921,321.069,12.011,58.101,3.585,1
8.5,177.846,23349.485,7.652,352.817,413.322,12.357,108.85,3.505,1
5.4,231.352,14970.647,9.181,409.988,448.865,10.838,65.548,3.874,1
7.7,194.738,27336.963,7.631,322.073,347.829,10.642,63.723,3.183,1
8.2,168.099,21361.197,6.199,333.776,419.173,12.303,59.887,2.46,1
7.1,190.219,23094.872,6.482,298.356,414.889,13.462,50.895,2.977,1
7.8,193.785,13769.86,9.007,343.621,510.306,13.768,99.176,3.667,1
7.2,197.994,27025.207,6.735,359.711,448.457,12.512,49.3,2.958,1
5.7,240.712,7998.675,8.124,333.776,477.048,15.459,68.896,3.871,1
6.7,199.285,17435.34,6.81,333.776,454.732,14.587,81.378,3.823,1
4.8,231.999,13978.173,9.422,389.22,526.068,17.207,73.941,3.223,1
7.1,200.315,19947.434,7.378,337.231,295.757,14.034,29.668,4.387,1
